ship_type,fuel_type,engine_type,consumption,year
B,NH3,ME-C,576.0,2047
B,NH3,ME-GI,552.0,2047
B,NH3,ME-LGI,528.0,2047
B,RefPO,ME-C,95.0,2047
B,RefPO,ME-GI,90.0,2047
B,RefPO,ME-LGI,85.0,2047
B,H2,ME-C,432.0,2047
B,H2,ME-GI,405.0,2047
B,H2,ME-LGI,378.0,2047
G,Oil,ME-C,85.0,2047
G,Oil,ME-GI,80.0,2047
G,Oil,ME-LGI,75.0,2047
G,LNG,ME-C,117.0,2047
G,LNG,ME-GI,108.0,2047
G,LNG,ME-LGI,99.0,2047
G,LPG,ME-C,140.0,2047
G,LPG,ME-GI,130.0,2047
G,LPG,ME-LGI,120.0,2047
G,MeOH,ME-C,380.0,2047
G,MeOH,ME-GI,360.0,2047
G,MeOH,ME-LGI,340.0,2047
G,NH3,ME-C,480.0,2047
G,NH3,ME-GI,456.0,2047
G,NH3,ME-LGI,432.0,2047
G,RefPO,ME-C,80.0,2047
G,RefPO,ME-GI,75.0,2047
G,RefPO,ME-LGI,70.0,2047
G,H2,ME-C,472.5,2047
G,H2,ME-GI,450.0,2047
G,H2,ME-LGI,427.5,2047
O,Oil,ME-C,50.0,2047
O,Oil,ME-GI,45.0,2047
O,Oil,ME-LGI,40.0,2047
O,LNG,ME-C,80.0,2047
O,LNG,ME-GI,70.0,2047
O,LNG,ME-LGI,60.0,2047
O,LPG,ME-C,90.0,2047
O,LPG,ME-GI,80.0,2047
O,LPG,ME-LGI,70.0,2047
O,MeOH,ME-C,260.0,2047
O,MeOH,ME-GI,240.0,2047
O,MeOH,ME-LGI,220.0,2047
O,NH3,ME-C,336.0,2047
O,NH3,ME-GI,312.0,2047
O,NH3,ME-LGI,288.0,2047
O,RefPO,ME-C,60.0,2047
O,RefPO,ME-GI,55.0,2047
O,RefPO,ME-LGI,50.0,2047
O,H2,ME-C,360.0,2047
O,H2,ME-GI,337.5,2047
O,H2,ME-LGI,315.0,2047
C,Oil,ME-C,75.0,2048
C,Oil,ME-GI,70.0,2048
C,Oil,ME-LGI,65.0,2048
C,LNG,ME-C,100.0,2048
C,LNG,ME-GI,90.0,2048
C,LNG,ME-LGI,80.0,2048
C,LPG,ME-C,130.0,2048
C,LPG,ME-GI,120.0,2048
C,LPG,ME-LGI,110.0,2048
C,MeOH,ME-C,375.0,2048
C,MeOH,ME-GI,350.0,2048
C,MeOH,ME-LGI,325.0,2048
C,NH3,ME-C,480.0,2048
C,NH3,ME-GI,450.0,2048
C,NH3,ME-LGI,420.0,2048
C,RefPO,ME-C,75.0,2048
C,RefPO,ME-GI,70.0,2048
C,RefPO,ME-LGI,65.0,2048
C,H2,ME-C,450.0,2048
C,H2,ME-GI,420.0,2048
C,H2,ME-LGI,390.0,2048
T,Oil,ME-C,90.0,2048
T,Oil,ME-GI,85.0,2048
T,Oil,ME-LGI,80.0,2048
T,LNG,ME-C,140.0,2048
T,LNG,ME-GI,130.0,2048
T,LNG,ME-LGI,120.0,2048
T,LPG,ME-C,150.0,2048
T,LPG,ME-GI,140.0,2048
T,LPG,ME-LGI,130.0,2048
T,MeOH,ME-C,300.0,2048
T,MeOH,ME-GI,300.0,2048
T,MeOH,ME-LGI,325.0,2048
T,NH3,ME-C,390.0,2048
T,NH3,ME-GI,360.0,2048
T,NH3,ME-LGI,390.0,2048
T,RefPO,ME-C,85.0,2048
T,RefPO,ME-GI,80.0,2048
T,RefPO,ME-LGI,75.0,2048
T,H2,ME-C,510.0,2048
T,H2,ME-GI,510.0,2048
T,H2,ME-LGI,540.0,2048
B,Oil,ME-C,100.0,2048
B,Oil,ME-GI,95.0,2048
B,Oil,ME-LGI,90.0,2048
B,LNG,ME-C,170.0,2048
B,LNG,ME-GI,160.0,2048
B,LNG,ME-LGI,150.0,2048
B,LPG,ME-C,170.0,2048
B,LPG,ME-GI,160.0,2048
B,LPG,ME-LGI,150.0,2048
B,MeOH,ME-C,460.0,2048
B,MeOH,ME-GI,440.0,2048
B,MeOH,ME-LGI,420.0,2048
B,NH3,ME-C,576.0,2048
B,NH3,ME-GI,552.0,2048
B,NH3,ME-LGI,528.0,2048
B,RefPO,ME-C,95.0,2048
B,RefPO,ME-GI,90.0,2048
B,RefPO,ME-LGI,85.0,2048
B,H2,ME-C,432.0,2048
B,H2,ME-GI,405.0,2048
B,H2,ME-LGI,378.0,2048
G,Oil,ME-C,85.0,2048
G,Oil,ME-GI,80.0,2048
G,Oil,ME-LGI,75.0,2048
G,LNG,ME-C,117.0,2048
G,LNG,ME-GI,108.0,2048
G,LNG,ME-LGI,99.0,2048
G,LPG,ME-C,140.0,2048
G,LPG,ME-GI,130.0,2048
G,LPG,ME-LGI,120.0,2048
G,MeOH,ME-C,380.0,2048
G,MeOH,ME-GI,360.0,2048
G,MeOH,ME-LGI,340.0,2048
G,NH3,ME-C,480.0,2048
G,NH3,ME-GI,456.0,2048
G,NH3,ME-LGI,432.0,2048
G,RefPO,ME-C,80.0,2048
G,RefPO,ME-GI,75.0,2048
G,RefPO,ME-LGI,70.0,2048
G,H2,ME-C,472.5,2048
G,H2,ME-GI,450.0,2048
G,H2,ME-LGI,427.5,2048
O,Oil,ME-C,50.0,2048
O,Oil,ME-GI,45.0,2048
O,Oil,ME-LGI,40.0,2048
O,LNG,ME-C,80.0,2048
O,LNG,ME-GI,70.0,2048
O,LNG,ME-LGI,60.0,2048
O,LPG,ME-C,90.0,2048
O,LPG,ME-GI,80.0,2048
O,LPG,ME-LGI,70.0,2048
O,MeOH,ME-C,260.0,2048
O,MeOH,ME-GI,240.0,2048
O,MeOH,ME-LGI,220.0,2048
O,NH3,ME-C,336.0,2048
O,NH3,ME-GI,312.0,2048
O,NH3,ME-LGI,288.0,2048
O,RefPO,ME-C,60.0,2048
O,RefPO,ME-GI,55.0,2048
O,RefPO,ME-LGI,50.0,2048
O,H2,ME-C,360.0,2048
O,H2,ME-GI,337.5,2048
O,H2,ME-LGI,315.0,2048
C,Oil,ME-C,75.0,2049
C,Oil,ME-GI,70.0,2049
C,Oil,ME-LGI,65.0,2049
C,LNG,ME-C,100.0,2049
C,LNG,ME-GI,90.0,2049
C,LNG,ME-LGI,80.0,2049
C,LPG,ME-C,130.0,2049
C,LPG,ME-GI,120.0,2049
C,LPG,ME-LGI,110.0,2049
C,MeOH,ME-C,375.0,2049
C,MeOH,ME-GI,350.0,2049
C,MeOH,ME-LGI,325.0,2049
C,NH3,ME-C,480.0,2049
C,NH3,ME-GI,450.0,2049
C,NH3,ME-LGI,420.0,2049
C,RefPO,ME-C,75.0,2049
C,RefPO,ME-GI,70.0,2049
C,RefPO,ME-LGI,65.0,2049
C,H2,ME-C,450.0,2049
C,H2,ME-GI,420.0,2049
C,H2,ME-LGI,390.0,2049
T,Oil,ME-C,90.0,2049
T,Oil,ME-GI,85.0,2049
T,Oil,ME-LGI,80.0,2049
T,LNG,ME-C,140.0,2049
T,LNG,ME-GI,130.0,2049
T,LNG,ME-LGI,120.0,2049
T,LPG,ME-C,150.0,2049
T,LPG,ME-GI,140.0,2049
T,LPG,ME-LGI,130.0,2049
T,MeOH,ME-C,300.0,2049
T,MeOH,ME-GI,300.0,2049
T,MeOH,ME-LGI,325.0,2049
T,NH3,ME-C,390.0,2049
T,NH3,ME-GI,360.0,2049
T,NH3,ME-LGI,390.0,2049
T,RefPO,ME-C,85.0,2049
T,RefPO,ME-GI,80.0,2049
T,RefPO,ME-LGI,75.0,2049
T,H2,ME-C,510.0,2049
T,H2,ME-GI,510.0,2049
T,H2,ME-LGI,540.0,2049
B,Oil,ME-C,100.0,2049
B,Oil,ME-GI,95.0,2049
B,Oil,ME-LGI,90.0,2049
B,LNG,ME-C,170.0,2049
B,LNG,ME-GI,160.0,2049
B,LNG,ME-LGI,150.0,2049
B,LPG,ME-C,170.0,2049
B,LPG,ME-GI,160.0,2049
B,LPG,ME-LGI,150.0,2049
B,MeOH,ME-C,460.0,2049
B,MeOH,ME-GI,440.0,2049
B,MeOH,ME-LGI,420.0,2049
B,NH3,ME-C,576.0,2049
B,NH3,ME-GI,552.0,2049
B,NH3,ME-LGI,528.0,2049
B,RefPO,ME-C,95.0,2049
B,RefPO,ME-GI,90.0,2049
B,RefPO,ME-LGI,85.0,2049
B,H2,ME-C,432.0,2049
B,H2,ME-GI,405.0,2049
B,H2,ME-LGI,378.0,2049
G,Oil,ME-C,85.0,2049
G,Oil,ME-GI,80.0,2049
G,Oil,ME-LGI,75.0,2049
G,LNG,ME-C,117.0,2049
G,LNG,ME-GI,108.0,2049
G,LNG,ME-LGI,99.0,2049
G,LPG,ME-C,140.0,2049
G,LPG,ME-GI,130.0,2049
G,LPG,ME-LGI,120.0,2049
G,MeOH,ME-C,380.0,2049
G,MeOH,ME-GI,360.0,2049
G,MeOH,ME-LGI,340.0,2049
G,NH3,ME-C,480.0,2049
G,NH3,ME-GI,456.0,2049
G,NH3,ME-LGI,432.0,2049
G,RefPO,ME-C,80.0,2049
G,RefPO,ME-GI,75.0,2049
G,RefPO,ME-LGI,70.0,2049
G,H2,ME-C,472.5,2049
G,H2,ME-GI,450.0,2049
G,H2,ME-LGI,427.5,2049
O,Oil,ME-C,50.0,2049
O,Oil,ME-GI,45.0,2049
O,Oil,ME-LGI,40.0,2049
O,LNG,ME-C,80.0,2049
O,LNG,ME-GI,70.0,2049
O,LNG,ME-LGI,60.0,2049
O,LPG,ME-C,90.0,2049
O,LPG,ME-GI,80.0,2049
O,LPG,ME-LGI,70.0,2049
O,MeOH,ME-C,260.0,2049
O,MeOH,ME-GI,240.0,2049
O,MeOH,ME-LGI,220.0,2049
O,NH3,ME-C,336.0,2049
O,NH3,ME-GI,312.0,2049
O,NH3,ME-LGI,288.0,2049
O,RefPO,ME-C,60.0,2049
O,RefPO,ME-GI,55.0,2049
O,RefPO,ME-LGI,50.0,2049
O,H2,ME-C,360.0,2049
O,H2,ME-GI,337.5,2049
O,H2,ME-LGI,315.0,2049
C,Oil,ME-C,0.0,2050
C,Oil,ME-GI,0.0,2050
C,Oil,ME-LGI,0.0,2050
C,LNG,ME-C,0.0,2050
C,LNG,ME-GI,0.0,2050
C,LNG,ME-LGI,0.0,2050
C,LPG,ME-C,0.0,2050
C,LPG,ME-GI,0.0,2050
C,LPG,ME-LGI,0.0,2050
C,MeOH,ME-C,450.0,2050
C,MeOH,ME-GI,420.0,2050
C,MeOH,ME-LGI,390.0,2050
C,NH3,ME-C,560.0,2050
C,NH3,ME-GI,525.0,2050
C,NH3,ME-LGI,489.99999999999994,2050
C,RefPO,ME-C,0.0,2050
C,RefPO,ME-GI,0.0,2050
C,RefPO,ME-LGI,0.0,2050
C,H2,ME-C,525.0,2050
C,H2,ME-GI,489.99999999999994,2050
C,H2,ME-LGI,454.99999999999994,2050
T,Oil,ME-C,0.0,2050
T,Oil,ME-GI,0.0,2050
T,Oil,ME-LGI,0.0,2050
T,LNG,ME-C,0.0,2050
T,LNG,ME-GI,0.0,2050
T,LNG,ME-LGI,0.0,2050
T,LPG,ME-C,0.0,2050
T,LPG,ME-GI,0.0,2050
T,LPG,ME-LGI,0.0,2050
T,MeOH,ME-C,360.0,2050
T,MeOH,ME-GI,360.0,2050
T,MeOH,ME-LGI,390.0,2050
T,NH3,ME-C,454.99999999999994,2050
T,NH3,ME-GI,420.0,2050
T,NH3,ME-LGI,454.99999999999994,2050
T,RefPO,ME-C,0.0,2050
T,RefPO,ME-GI,0.0,2050
T,RefPO,ME-LGI,0.0,2050
T,H2,ME-C,595.0,2050
T,H2,ME-GI,595.0,2050
T,H2,ME-LGI,630.0,2050
B,Oil,ME-C,0.0,2050
B,Oil,ME-GI,0.0,2050
B,Oil,ME-LGI,0.0,2050
B,LNG,ME-C,0.0,2050
B,LNG,ME-GI,0.0,2050
B,LNG,ME-LGI,0.0,2050
B,LPG,ME-C,0.0,2050
B,LPG,ME-GI,0.0,2050
B,LPG,ME-LGI,0.0,2050
B,MeOH,ME-C,552.0,2050
B,MeOH,ME-GI,528.0,2050
B,MeOH,ME-LGI,504.0,2050
B,NH3,ME-C,672.0,2050
B,NH3,ME-GI,644.0,2050
B,NH3,ME-LGI,616.0,2050
B,RefPO,ME-C,0.0,2050
B,RefPO,ME-GI,0.0,2050
B,RefPO,ME-LGI,0.0,2050
B,H2,ME-C,503.99999999999994,2050
B,H2,ME-GI,472.49999999999994,2050
B,H2,ME-LGI,441.0,2050
G,Oil,ME-C,0.0,2050
G,Oil,ME-GI,0.0,2050
G,Oil,ME-LGI,0.0,2050
G,LNG,ME-C,0.0,2050
G,LNG,ME-GI,0.0,2050
G,LNG,ME-LGI,0.0,2050
G,LPG,ME-C,0.0,2050
G,LPG,ME-GI,0.0,2050
G,LPG,ME-LGI,0.0,2050
G,MeOH,ME-C,456.0,2050
G,MeOH,ME-GI,432.0,2050
G,MeOH,ME-LGI,408.0,2050
G,NH3,ME-C,560.0,2050
G,NH3,ME-GI,532.0,2050
G,NH3,ME-LGI,503.99999999999994,2050
G,RefPO,ME-C,0.0,2050
G,RefPO,ME-GI,0.0,2050
G,RefPO,ME-LGI,0.0,2050
G,H2,ME-C,551.25,2050
G,H2,ME-GI,525.0,2050
G,H2,ME-LGI,498.74999999999994,2050
O,Oil,ME-C,0.0,2050
O,Oil,ME-GI,0.0,2050
O,Oil,ME-LGI,0.0,2050
O,LNG,ME-C,0.0,2050
O,LNG,ME-GI,0.0,2050
O,LNG,ME-LGI,0.0,2050
O,LPG,ME-C,0.0,2050
O,LPG,ME-GI,0.0,2050
O,LPG,ME-LGI,0.0,2050
O,MeOH,ME-C,312.0,2050
O,MeOH,ME-GI,288.0,2050
O,MeOH,ME-LGI,264.0,2050
O,NH3,ME-C,392.0,2050
O,NH3,ME-GI,364.0,2050
O,NH3,ME-LGI,336.0,2050
O,RefPO,ME-C,0.0,2050
O,RefPO,ME-GI,0.0,2050
O,RefPO,ME-LGI,0.0,2050
O,H2,ME-C,420.0,2050
O,H2,ME-GI,393.75,2050
O,H2,ME-LGI,367.5,2050
